separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
75,1.11178457528051,363,E,E,E,E,E,0.189,0.284,0.527,0.189,0.297,0.162,0.203,0.257,3,3,3,3,3,0,4,3,4,3,2,0,3,3,0.251,0.193,0.281,0.163,0.218,0.027,0.081,0.054,0.095,0.0,-3,-4,-4,-2,-1,4,0,3,-1,-1
444,-0.330020840578311,739,H,H,C,H,H,0.357,0.147,0.497,0.192,0.257,0.124,0.251,0.244,1,0,1,4,4,4,1,0,1,4,4,0,0,3,0.411,0.18,0.233,0.135,0.271,0.106,0.084,0.052,0.063,0.02,3,-1,2,-4,-3,-1,-2,-3,-5,3
16,-0.524799628760106,86,C,C,C,C,C,0.0,0.0,1.0,0.333,0.4,0.133,0.133,0.4,0,0,0,3,0,0,0,0,0,0,4,4,4,4,0.244,0.477,0.5,0.0,0.093,0.0,0.2,0.067,0.0,0.0,1,-1,0,-2,-2,-1,-1,10,2,-2
16,0.053514712056863,335,C,C,C,C,C,0.0,0.0,1.0,0.533,0.533,0.133,0.0,0.667,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0.34,0.266,0.304,0.048,0.11,0.067,0.067,0.133,0.0,0.067,2,0,-1,-1,0,-1,-1,1,-1,-2
108,-0.291838779488172,200,C,C,C,E,E,0.243,0.224,0.533,0.15,0.252,0.159,0.262,0.224,0,2,2,3,3,3,1,2,2,3,2,0,3,2,0.185,0.125,0.27,0.05,0.2,0.056,0.037,0.065,0.084,0.037,0,-1,-2,-5,-1,0,-1,-7,-5,2
89,0.295432897894212,331,C,C,H,H,H,0.489,0.045,0.466,0.261,0.33,0.125,0.182,0.284,0,1,0,3,1,0,0,0,0,1,4,0,3,3,0.375,0.196,0.296,0.124,0.221,0.068,0.057,0.023,0.091,0.045,-1,0,-1,1,3,-1,-2,-1,4,-4
163,0.891527706500162,498,E,E,E,C,C,0.13,0.204,0.667,0.093,0.154,0.056,0.309,0.117,3,3,3,4,4,4,3,4,3,4,0,1,0,0,0.193,0.151,0.213,0.305,0.263,0.049,0.068,0.062,0.043,0.062,-5,-6,-6,-1,0,-2,-2,-1,-3,-4
105,1.40279843531977,459,C,E,E,E,E,0.231,0.308,0.462,0.154,0.269,0.183,0.25,0.279,1,3,3,4,3,3,1,3,3,4,3,1,0,0,0.307,0.185,0.257,0.105,0.207,0.067,0.077,0.029,0.038,0.029,-1,-1,1,0,0,-4,-5,-7,0,-4
53,0.00472948794322255,147,C,E,E,C,C,0.327,0.212,0.462,0.231,0.365,0.173,0.212,0.288,3,3,4,1,3,3,3,4,4,3,1,4,3,0,0.435,0.17,0.245,0.122,0.286,0.058,0.019,0.115,0.038,0.077,-3,4,-6,-7,0,-6,-6,0,-2,-7
94,0.750050468117254,309,E,C,C,H,H,0.484,0.065,0.452,0.333,0.441,0.194,0.108,0.376,2,3,0,0,3,3,2,3,1,3,1,4,1,1,0.385,0.246,0.366,0.087,0.149,0.161,0.075,0.022,0.065,0.043,-2,0,0,-4,-6,1,3,-5,-6,-3
54,-0.453080027406847,112,H,H,H,C,C,0.642,0.0,0.358,0.868,0.698,0.17,0.019,0.943,3,3,3,0,1,3,4,3,3,0,3,4,3,1,0.491,0.643,0.527,0.009,0.116,0.189,0.057,0.151,0.038,0.019,5,-2,-1,5,-2,0,-2,-3,-4,-1
23,1.2402254703743,315,C,E,E,E,E,0.0,0.773,0.227,0.0,0.045,0.0,0.5,0.0,4,3,4,3,3,1,3,3,3,3,0,3,0,3,0.044,0.187,0.26,0.121,0.232,0.0,0.136,0.0,0.045,0.045,-3,-2,-5,-4,-3,-2,-3,0,-1,-1
67,-0.376477099882196,459,H,C,C,E,E,0.348,0.061,0.591,0.182,0.242,0.076,0.121,0.152,2,0,2,3,3,4,2,0,2,4,4,0,1,0,0.307,0.185,0.257,0.105,0.207,0.045,0.091,0.045,0.03,0.045,-1,-1,0,0,-4,7,-4,-1,-8,5
37,-0.465064929362257,163,E,C,C,C,C,0.0,0.417,0.583,0.083,0.306,0.111,0.139,0.25,4,3,0,0,3,0,3,3,3,3,3,4,4,3,0.0,0.117,0.288,0.092,0.166,0.056,0.028,0.056,0.111,0.111,1,-1,1,-1,-1,0,1,-2,-2,3
158,-0.297583344144405,318,C,C,C,H,H,0.408,0.108,0.484,0.127,0.102,0.102,0.229,0.153,3,1,0,3,2,0,3,0,0,2,3,0,2,4,0.321,0.129,0.182,0.182,0.211,0.07,0.038,0.057,0.051,0.019,-3,0,7,-5,-1,2,3,-4,7,-3
6,-0.755462394916418,235,C,C,C,C,C,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,2,1,0,0,0,3,4,4,4,4,0.404,0.247,0.277,0.17,0.247,0.2,0.0,0.0,0.0,0.0,3,1,1,-4,1,3,1,-1,2,-2
15,0.782157885540707,89,C,C,C,C,C,0.643,0.0,0.357,0.0,0.071,0.143,0.357,0.071,3,3,1,3,3,0,2,3,4,3,1,3,1,4,0.483,0.169,0.303,0.09,0.191,0.071,0.143,0.071,0.0,0.0,-3,-5,-3,-5,-1,-4,-4,0,-5,2
36,-0.219893050448415,122,E,E,E,E,E,0.0,0.457,0.543,0.229,0.229,0.114,0.286,0.257,3,3,3,3,4,4,4,4,4,3,0,3,3,0,0.0,0.098,0.148,0.156,0.336,0.029,0.114,0.029,0.086,0.029,-2,-5,-5,-4,-4,-3,-3,-4,-6,1
44,0.586518323646123,130,E,E,E,E,E,0.0,0.209,0.791,0.814,0.744,0.116,0.0,0.86,3,3,1,1,3,0,3,4,2,3,1,3,1,4,0.0,0.331,0.408,0.0,0.146,0.116,0.116,0.093,0.023,0.023,-6,-7,-8,-3,-1,-1,-1,-4,2,-3
33,-0.765241199185645,244,H,H,H,C,C,0.594,0.0,0.406,0.156,0.375,0.25,0.188,0.094,3,1,0,0,0,0,3,2,1,0,3,3,4,4,0.656,0.143,0.197,0.18,0.27,0.188,0.031,0.156,0.062,0.031,0,-1,-1,5,1,-2,3,-4,-4,-1
10,-0.402408461248273,204,C,C,C,E,E,0.0,0.222,0.778,0.444,0.556,0.333,0.0,0.444,3,0,0,1,2,1,3,1,0,3,4,3,1,3,0.201,0.299,0.353,0.078,0.142,0.111,0.111,0.0,0.0,0.0,-2,-5,-2,-3,-2,1,0,2,-4,1
8,-0.712962009328164,91,C,C,C,H,H,0.857,0.0,0.143,0.143,0.286,0.429,0.286,0.143,0,1,0,0,3,3,1,2,0,2,3,3,2,0,0.681,0.297,0.352,0.0,0.176,0.143,0.429,0.0,0.0,0.0,-1,1,-4,-6,-2,-1,2,-2,-3,-1
551,-0.740432272820794,954,C,C,C,C,C,0.295,0.16,0.545,0.158,0.231,0.093,0.165,0.235,2,0,0,0,0,0,2,0,0,0,4,4,4,4,0.181,0.155,0.239,0.138,0.156,0.109,0.06,0.078,0.047,0.047,0,0,2,-4,-1,1,0,0,0,0
12,0.295432897894212,162,H,H,H,C,H,0.091,0.0,0.909,0.455,0.455,0.182,0.0,0.455,3,1,1,2,3,0,3,1,1,3,3,3,1,3,0.519,0.321,0.389,0.074,0.142,0.0,0.0,0.0,0.0,0.0,4,-2,-2,-2,2,2,-1,-7,1,-2
15,0.423951901331434,369,H,H,H,E,E,0.429,0.071,0.5,0.143,0.214,0.214,0.214,0.071,1,3,2,3,4,4,1,3,2,4,0,0,0,1,0.371,0.06,0.165,0.238,0.304,0.071,0.071,0.0,0.071,0.0,-1,2,0,-3,-2,0,-4,-5,-4,1
11,-0.417446281634883,161,H,H,H,H,H,0.6,0.0,0.4,0.9,0.8,0.1,0.0,1.0,3,1,0,0,0,1,3,0,0,0,4,4,4,4,0.559,0.373,0.335,0.012,0.217,0.0,0.0,0.3,0.0,0.0,-2,-2,-2,-3,1,4,0,0,-1,-2
63,0.89955658645063,88,E,E,E,E,E,0.0,0.532,0.468,0.177,0.274,0.21,0.226,0.274,3,3,3,2,3,1,3,4,4,4,0,3,0,3,0.0,0.216,0.295,0.034,0.239,0.081,0.097,0.065,0.032,0.048,0,-1,-6,-5,-4,0,2,1,2,1
64,-0.397821016614998,153,C,C,C,C,C,0.317,0.27,0.413,0.127,0.286,0.095,0.222,0.127,0,0,0,0,1,0,0,0,0,1,4,4,3,3,0.209,0.209,0.32,0.059,0.209,0.159,0.111,0.063,0.016,0.032,1,1,-2,-4,1,0,-1,0,-1,-1
36,-0.201664281504726,128,C,C,C,E,E,0.0,0.771,0.229,0.171,0.257,0.143,0.2,0.2,0,0,0,3,3,3,0,0,1,3,4,1,0,3,0.25,0.203,0.297,0.0,0.133,0.057,0.0,0.086,0.029,0.114,0,1,3,-5,-1,-1,-2,10,1,-4
34,-0.620222019076863,157,E,C,C,E,E,0.0,0.364,0.636,0.455,0.364,0.273,0.061,0.667,3,0,1,3,2,3,2,0,0,3,4,0,3,1,0.0,0.172,0.312,0.0,0.14,0.03,0.061,0.212,0.061,0.0,-1,0,3,1,-3,-5,-4,-4,-2,1
82,-0.540039899458455,230,H,H,H,H,H,0.284,0.173,0.543,0.136,0.235,0.099,0.222,0.16,3,3,1,0,0,1,3,3,0,0,1,4,4,3,0.37,0.23,0.283,0.113,0.187,0.074,0.049,0.037,0.037,0.086,-3,-4,-2,-4,2,-5,-4,3,1,-2
94,0.0976253763868929,291,E,E,C,H,H,0.387,0.075,0.538,0.172,0.215,0.183,0.215,0.183,4,4,4,1,3,1,4,4,4,3,0,3,0,3,0.385,0.175,0.237,0.144,0.23,0.054,0.108,0.011,0.065,0.032,-1,-1,1,-6,-1,-3,-5,-1,-6,3
28,-0.809388092833644,390,C,C,C,C,C,0.333,0.148,0.519,0.074,0.222,0.222,0.185,0.222,4,3,1,3,1,3,4,3,1,2,3,1,3,2,0.469,0.11,0.205,0.249,0.349,0.037,0.111,0.037,0.037,0.037,-3,-6,-2,-6,-3,-2,7,-5,-8,-5
894,0.586518323646123,1244,H,H,H,C,C,0.235,0.109,0.656,0.152,0.199,0.114,0.261,0.221,3,3,1,3,3,0,3,3,1,3,1,3,0,3,0.211,0.16,0.198,0.27,0.26,0.09,0.062,0.067,0.047,0.03,0,-3,-7,-4,-1,0,0,-2,-1,4
18,0.0574235889636136,435,C,C,C,C,C,0.647,0.0,0.353,0.471,0.529,0.235,0.118,0.471,2,0,0,0,3,3,2,0,0,3,3,3,1,1,0.552,0.168,0.186,0.297,0.333,0.118,0.0,0.059,0.059,0.059,2,-1,-1,-4,-2,-1,-1,-1,-4,2
25,-0.465064929362257,129,C,C,H,H,H,0.75,0.0,0.25,0.208,0.25,0.25,0.208,0.125,0,1,1,3,3,0,0,0,1,3,3,0,0,3,0.605,0.233,0.217,0.016,0.194,0.042,0.083,0.125,0.167,0.0,-2,1,2,-1,6,0,0,-6,2,-3
103,-0.494579528651966,149,C,E,E,H,H,0.412,0.314,0.275,0.167,0.186,0.167,0.284,0.167,3,3,3,3,0,3,3,4,3,0,0,1,3,3,0.443,0.148,0.195,0.094,0.282,0.059,0.078,0.069,0.059,0.049,-1,1,-7,-5,-3,0,0,-1,-2,-4
21,-0.378063549022861,98,C,C,C,C,C,0.2,0.1,0.7,0.75,0.65,0.15,0.05,0.8,0,1,0,3,3,1,0,1,0,4,3,0,1,3,0.357,0.408,0.459,0.0,0.112,0.05,0.05,0.1,0.1,0.0,1,2,-2,-4,-4,0,0,1,-1,0
66,-0.703394992005171,276,C,E,E,C,C,0.323,0.2,0.477,0.169,0.215,0.215,0.169,0.246,2,3,3,3,3,3,2,4,3,4,0,0,1,0,0.348,0.185,0.29,0.069,0.203,0.031,0.046,0.031,0.062,0.031,1,-1,-6,-5,-5,-3,-3,-1,-1,-3
93,1.2402254703743,186,C,C,C,H,H,0.435,0.163,0.402,0.174,0.239,0.174,0.37,0.196,0,3,1,0,3,3,1,4,3,3,1,3,1,0,0.382,0.167,0.237,0.118,0.312,0.087,0.043,0.043,0.076,0.065,-1,0,-8,-8,3,-2,-2,-3,-8,-1
29,-0.579609897266314,127,C,C,C,C,C,0.429,0.0,0.571,0.071,0.179,0.107,0.286,0.107,0,1,3,1,3,3,0,0,3,3,4,4,4,4,0.575,0.307,0.339,0.039,0.173,0.071,0.071,0.071,0.036,0.107,-2,-2,0,-5,-1,-1,2,-1,-2,-1
55,-0.219893050448415,386,H,C,C,C,C,0.185,0.278,0.537,0.222,0.333,0.093,0.352,0.37,3,3,0,0,3,3,3,3,0,3,1,4,2,0,0.259,0.215,0.321,0.106,0.251,0.13,0.13,0.019,0.074,0.0,5,-4,-7,-6,-2,1,1,-1,1,-3
45,-0.703394992005171,102,C,C,C,H,H,0.136,0.295,0.568,0.023,0.159,0.068,0.364,0.114,3,3,3,0,1,3,3,3,4,1,2,4,3,0,0.265,0.118,0.245,0.176,0.255,0.023,0.114,0.023,0.068,0.023,-4,-7,-4,-9,-1,-5,-6,-1,5,-6
368,-0.906490955401671,536,C,C,C,E,E,0.289,0.161,0.55,0.183,0.232,0.109,0.292,0.237,0,1,3,4,4,4,0,0,2,4,4,0,1,0,0.284,0.187,0.25,0.235,0.274,0.093,0.057,0.071,0.074,0.03,-1,-1,0,-1,-5,6,-2,-6,-5,3
150,-0.91658152710323,242,E,E,E,E,C,0.06,0.315,0.624,0.43,0.409,0.134,0.161,0.517,1,0,2,3,3,0,1,0,3,3,4,0,3,4,0.05,0.459,0.417,0.017,0.14,0.034,0.094,0.101,0.101,0.02,-1,2,0,-2,-1,0,0,-1,-1,0
40,-0.639215882166483,119,E,E,C,C,C,0.0,0.564,0.436,0.128,0.282,0.179,0.179,0.205,3,0,1,0,0,3,3,0,2,2,4,4,3,3,0.0,0.218,0.328,0.0,0.193,0.0,0.077,0.026,0.051,0.0,-2,0,-1,-4,0,2,-1,-6,-8,-5
96,0.394389014016248,149,H,H,H,H,H,0.474,0.147,0.379,0.179,0.305,0.126,0.211,0.221,3,3,3,3,3,3,4,1,3,3,3,3,1,0,0.517,0.228,0.315,0.081,0.188,0.137,0.032,0.084,0.021,0.032,-1,-1,4,3,5,-3,-3,-2,1,-2
48,0.0169851971460199,124,C,C,C,E,E,0.0,0.532,0.468,0.213,0.277,0.128,0.213,0.34,0,3,0,3,3,3,1,3,1,2,1,2,3,2,0.129,0.347,0.403,0.008,0.121,0.0,0.043,0.043,0.064,0.064,-3,-6,-4,-4,-1,0,-1,4,-3,3
44,1.16304154068476,97,H,H,H,H,H,0.349,0.256,0.395,0.163,0.326,0.163,0.209,0.209,0,2,3,3,3,1,0,2,3,3,2,1,0,3,0.371,0.32,0.34,0.0,0.206,0.047,0.047,0.047,0.023,0.047,0,-2,-3,-5,-3,0,-2,7,1,-2
46,-0.082983637867,166,C,C,C,E,E,0.311,0.178,0.511,0.244,0.4,0.067,0.133,0.2,0,3,0,3,3,3,1,3,0,4,2,0,1,0,0.211,0.217,0.373,0.03,0.151,0.111,0.133,0.111,0.044,0.022,-4,-5,-2,-2,-1,-3,-2,6,-3,2
300,-0.0469036221376437,331,H,H,H,C,C,0.338,0.191,0.472,0.094,0.154,0.151,0.361,0.09,0,3,3,4,4,4,1,3,3,4,0,0,0,2,0.332,0.094,0.166,0.221,0.363,0.07,0.07,0.067,0.1,0.04,-4,-6,-5,-2,-3,-4,-4,-2,-6,3
79,-0.820131410775656,143,C,C,E,E,E,0.0,0.641,0.359,0.218,0.218,0.167,0.179,0.256,0,0,1,3,0,0,0,0,1,0,4,0,4,4,0.0,0.315,0.322,0.007,0.161,0.038,0.064,0.0,0.154,0.026,-1,-3,3,-3,-1,-2,0,0,-5,-3
44,-0.593125221569842,66,C,C,C,H,C,0.047,0.512,0.442,0.163,0.163,0.163,0.279,0.07,1,3,3,3,0,1,0,3,3,0,1,2,4,4,0.03,0.242,0.227,0.121,0.258,0.07,0.047,0.093,0.023,0.07,-2,6,-3,1,-1,-1,1,-2,-1,-3
25,-0.158685575359271,159,H,H,H,H,H,0.875,0.0,0.125,0.083,0.0,0.125,0.292,0.0,3,3,3,3,1,0,3,4,3,1,0,0,3,4,0.409,0.082,0.145,0.201,0.283,0.042,0.0,0.167,0.0,0.083,-6,-6,-7,-5,2,-1,-3,-4,-4,-5
93,0.0793413827993367,498,C,C,C,C,C,0.598,0.0,0.402,0.359,0.424,0.13,0.13,0.304,0,0,3,0,0,0,0,1,3,0,4,4,4,4,0.193,0.151,0.213,0.305,0.263,0.12,0.13,0.109,0.033,0.043,1,-1,-2,6,0,-5,-5,-2,-4,1
88,-0.47594944256829,184,E,E,C,C,C,0.356,0.149,0.494,0.149,0.322,0.126,0.241,0.184,3,0,3,3,1,1,3,3,3,0,3,1,3,3,0.348,0.147,0.299,0.109,0.261,0.126,0.08,0.034,0.046,0.023,-1,0,-1,3,-3,-2,-2,-6,-4,-1
25,0.0317514100795258,418,E,E,E,C,C,0.417,0.042,0.542,0.0,0.042,0.0,0.667,0.0,1,3,3,0,3,3,2,4,3,4,0,3,0,2,0.321,0.019,0.124,0.254,0.414,0.167,0.042,0.042,0.0,0.083,-2,0,-6,-5,-4,-1,-1,3,1,-1
89,1.35659494835128,711,H,H,H,H,H,0.261,0.239,0.5,0.318,0.273,0.159,0.182,0.398,0,3,3,3,3,0,0,3,3,3,0,2,0,3,0.387,0.405,0.342,0.006,0.139,0.125,0.068,0.068,0.057,0.068,0,-3,-3,-3,0,2,0,-1,-3,2
51,-0.223130093762819,642,C,C,C,C,C,0.0,0.38,0.62,0.0,0.08,0.08,0.42,0.16,0,0,1,4,4,4,0,1,2,4,4,1,1,0,0.358,0.187,0.212,0.235,0.274,0.2,0.0,0.04,0.04,0.08,1,1,0,-3,-2,1,-2,-5,-4,-6
32,0.030040837712503,182,E,C,C,C,C,0.0,0.484,0.516,0.226,0.323,0.226,0.129,0.355,0,0,3,0,0,0,3,1,3,0,3,4,4,3,0.0,0.209,0.286,0.17,0.231,0.0,0.032,0.032,0.097,0.097,0,-2,2,-1,0,2,-2,-4,1,-2
24,-0.35839073172442,227,C,C,C,H,H,0.043,0.391,0.565,0.087,0.174,0.043,0.435,0.13,0,0,4,0,0,0,4,4,4,0,4,4,3,3,0.207,0.185,0.269,0.101,0.216,0.043,0.043,0.087,0.13,0.087,-1,-2,-2,-2,-3,-2,-3,-2,-1,2
45,-0.16854968894129,100,H,H,H,C,H,0.5,0.0,0.5,0.455,0.386,0.159,0.25,0.318,3,1,0,0,1,3,3,0,0,0,4,4,3,0,0.6,0.42,0.32,0.0,0.27,0.045,0.068,0.136,0.068,0.091,-2,6,-2,-4,0,-2,-2,-1,-3,-1
296,-0.51377438296557,532,H,H,H,C,C,0.38,0.064,0.556,0.2,0.278,0.102,0.264,0.22,4,4,4,0,1,1,4,4,4,0,0,3,3,3,0.274,0.158,0.239,0.229,0.276,0.041,0.058,0.075,0.047,0.068,-3,-4,-2,-7,-3,-5,-3,-4,-6,-7
98,-0.20707452348578,216,C,C,C,H,H,0.474,0.155,0.371,0.33,0.278,0.206,0.216,0.258,4,4,4,1,2,0,4,4,4,1,0,3,3,3,0.44,0.245,0.236,0.157,0.287,0.144,0.113,0.052,0.01,0.062,4,-5,-8,-9,1,-3,-2,-7,5,-7
43,3.93901995454264E-4,201,H,H,H,H,H,0.5,0.214,0.286,0.286,0.238,0.143,0.333,0.286,0,2,2,3,1,2,0,0,2,1,4,0,3,2,0.433,0.299,0.328,0.095,0.219,0.024,0.095,0.0,0.119,0.048,0,1,-1,-2,2,2,-1,-6,-3,-1
97,-0.219893050448415,250,E,E,E,H,H,0.448,0.167,0.385,0.281,0.281,0.125,0.344,0.292,3,3,3,3,2,1,4,4,4,2,0,0,2,3,0.324,0.136,0.24,0.244,0.352,0.104,0.021,0.094,0.031,0.021,0,-2,-4,-7,0,-3,-5,-5,-5,-1
12,-0.0228105631457767,264,C,C,E,E,E,0.0,0.636,0.364,0.091,0.273,0.364,0.182,0.364,3,0,1,3,3,3,3,1,2,4,3,1,0,1,0.235,0.114,0.239,0.14,0.25,0.091,0.0,0.0,0.0,0.091,1,-2,4,-1,1,-2,-1,-3,-4,0
43,-1.43402637285776,546,C,C,C,H,H,0.619,0.0,0.381,0.476,0.476,0.167,0.095,0.452,0,0,0,3,1,0,0,0,0,1,4,0,3,3,0.333,0.09,0.172,0.374,0.407,0.167,0.048,0.048,0.0,0.0,0,0,0,-4,-1,-2,0,-6,-5,-6
37,-0.722302163365221,123,E,E,E,C,C,0.5,0.278,0.222,0.333,0.389,0.139,0.306,0.333,0,3,3,0,0,0,0,4,3,0,0,4,4,4,0.52,0.341,0.398,0.008,0.276,0.111,0.056,0.111,0.111,0.0,-1,0,-4,2,-1,-2,-1,-2,-4,-1
196,-0.479016067915334,363,H,H,H,C,C,0.226,0.267,0.508,0.128,0.236,0.133,0.21,0.164,3,4,4,0,0,3,3,4,4,0,1,4,4,2,0.251,0.193,0.281,0.163,0.218,0.097,0.051,0.051,0.041,0.026,2,-1,-4,-5,-2,-1,-1,1,2,-2
53,-0.820131410775656,222,C,C,C,C,C,0.0,0.212,0.788,0.192,0.192,0.154,0.212,0.308,3,0,1,0,0,0,3,0,3,0,4,4,4,3,0.0,0.207,0.284,0.099,0.203,0.096,0.058,0.019,0.0,0.038,0,1,0,-4,0,-2,-4,-4,-5,2
24,0.200231332152731,52,E,E,E,C,E,0.174,0.043,0.783,0.261,0.522,0.087,0.174,0.348,3,3,3,3,1,0,4,3,3,2,3,0,3,3,0.077,0.212,0.423,0.0,0.135,0.0,0.087,0.043,0.043,0.0,-2,-2,-3,-6,0,0,-1,1,3,-1
267,0.246295856109429,363,H,H,C,C,C,0.203,0.252,0.545,0.192,0.293,0.143,0.173,0.241,4,4,4,0,3,0,4,4,4,0,1,4,4,4,0.251,0.193,0.281,0.163,0.218,0.075,0.056,0.056,0.049,0.019,4,-1,-5,0,2,1,-2,2,0,-1
168,-0.302960173485927,235,H,H,H,C,E,0.204,0.24,0.557,0.275,0.365,0.138,0.18,0.323,0,0,0,1,2,3,0,0,0,3,4,4,3,0,0.247,0.289,0.349,0.047,0.183,0.012,0.09,0.06,0.054,0.06,1,1,1,-4,-3,-3,-1,0,-5,0
6,-0.712962009328164,141,H,H,H,H,H,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1,3,3,3,3,3,1,3,3,3,0,0,3,0,0.66,0.248,0.277,0.128,0.241,0.2,0.0,0.0,0.0,0.2,2,2,-6,-9,-6,0,0,-3,-5,-6
227,-0.26793045567281,516,C,C,C,C,C,0.204,0.319,0.478,0.128,0.257,0.137,0.226,0.186,0,0,0,1,0,3,3,1,1,0,4,3,4,1,0.221,0.178,0.295,0.149,0.24,0.08,0.066,0.049,0.053,0.04,-1,2,1,-4,-2,-4,-1,-5,-4,-8
26,-0.219893050448415,241,E,E,E,C,C,0.0,0.16,0.84,0.2,0.44,0.12,0.12,0.24,4,4,3,0,0,3,4,4,4,1,0,3,3,1,0.32,0.108,0.245,0.137,0.266,0.12,0.04,0.04,0.04,0.04,-3,7,-5,2,-1,4,-2,-2,-7,-2
307,-0.591533697835984,555,C,C,C,H,H,0.039,0.373,0.588,0.317,0.343,0.127,0.209,0.369,0,0,0,3,2,3,0,0,0,3,4,0,3,3,0.061,0.306,0.355,0.049,0.213,0.069,0.078,0.029,0.075,0.036,-2,-4,-1,-3,-1,-1,-1,0,-3,-1
44,-0.160703722895275,89,C,C,E,E,C,0.302,0.395,0.302,0.186,0.209,0.279,0.279,0.209,0,1,3,0,0,X,0,1,3,4,4,4,2,X,0.27,0.225,0.303,0.022,0.247,0.023,0.07,0.163,0.047,0.07,-3,-4,1,-4,-1,-1,1,-2,0,-2
15,1.28178614827365,209,C,E,E,H,H,0.214,0.357,0.429,0.429,0.357,0.214,0.214,0.571,4,4,4,0,3,1,4,4,4,3,0,3,0,3,0.239,0.421,0.354,0.053,0.187,0.143,0.0,0.071,0.143,0.0,1,-2,-3,2,-2,-1,-1,-2,-4,1
89,-0.183321241608327,181,C,C,C,C,C,0.352,0.284,0.364,0.193,0.284,0.159,0.205,0.205,3,0,3,1,3,1,4,2,4,4,3,3,4,3,0.381,0.193,0.331,0.033,0.188,0.045,0.034,0.102,0.045,0.045,4,-2,0,-3,-2,1,0,1,5,-4
294,-0.338301598677306,380,H,H,H,E,E,0.256,0.263,0.481,0.085,0.174,0.102,0.392,0.119,1,2,3,4,3,3,0,2,3,4,2,0,0,3,0.242,0.087,0.192,0.218,0.355,0.116,0.048,0.058,0.048,0.044,0,1,-3,-5,-2,2,-1,-2,-3,-2
114,-0.253778522324612,865,C,C,C,C,C,0.0,0.434,0.566,0.115,0.23,0.168,0.221,0.221,3,0,1,4,4,3,3,1,2,3,3,3,1,3,0.394,0.168,0.238,0.129,0.242,0.106,0.08,0.088,0.062,0.027,1,1,4,-5,-5,-3,-3,-2,-1,-1
54,-0.158685575359271,263,C,E,E,C,C,0.358,0.132,0.509,0.094,0.132,0.094,0.321,0.151,3,3,4,3,3,3,4,4,4,3,0,1,3,2,0.392,0.076,0.183,0.35,0.373,0.057,0.019,0.151,0.075,0.094,0,0,-4,-3,-3,1,-2,-2,2,-2
154,-0.153557060760159,1244,H,C,C,C,C,0.078,0.19,0.732,0.131,0.163,0.059,0.32,0.196,3,3,0,4,4,4,3,3,0,4,3,0,3,1,0.211,0.16,0.198,0.27,0.26,0.072,0.039,0.046,0.065,0.02,-2,-4,-2,-4,-4,-4,-3,-4,-3,1
16,-0.183321241608327,80,C,C,E,C,C,0.0,0.6,0.4,0.0,0.067,0.067,0.533,0.0,1,0,2,0,3,0,1,1,2,3,3,3,4,4,0.05,0.075,0.3,0.15,0.312,0.0,0.0,0.0,0.067,0.067,-3,-1,1,-1,-3,-2,-2,-3,-6,-1
289,0.33222651280555,501,E,E,E,E,E,0.198,0.118,0.684,0.087,0.177,0.083,0.406,0.125,3,3,3,4,4,4,3,4,4,4,0,0,0,0,0.303,0.102,0.174,0.331,0.387,0.052,0.059,0.052,0.104,0.042,0,1,-4,-5,4,-6,-6,-5,-2,-6
43,0.116199306132021,363,C,C,C,E,E,0.119,0.262,0.619,0.024,0.119,0.167,0.19,0.048,3,0,1,4,4,4,4,0,1,4,3,3,0,0,0.267,0.143,0.201,0.284,0.298,0.048,0.048,0.048,0.071,0.024,-4,-1,-3,-3,3,-3,-2,-2,-4,-3
30,-0.212505703376357,151,C,C,C,C,C,0.0,0.621,0.379,0.0,0.31,0.172,0.172,0.207,2,0,1,3,0,3,3,1,1,3,4,3,4,3,0.172,0.119,0.358,0.0,0.159,0.034,0.138,0.069,0.0,0.0,1,-3,0,-5,-3,-2,-2,-3,1,-3
104,0.030040837712503,401,C,C,C,H,H,0.32,0.184,0.495,0.107,0.165,0.136,0.359,0.155,4,3,3,2,0,1,4,4,3,0,0,2,4,3,0.172,0.117,0.227,0.1,0.282,0.049,0.049,0.097,0.155,0.049,-5,-7,-6,-5,2,0,1,-4,-1,-6
